ticker,q_code,name
TDG,YAHOO/TSX_TDG_TO,Trinidad Drilling Ltd. 
TDS,YAHOO/TSX_TDS_C_TO,TD Split Inc Class C Capital 
TEI,YAHOO/TSX_TEI_TO,Toscana Energy Income Corp.
TEL,YAHOO/TSX_TEL_TO,Tellza Communications Inc.
TET,YAHOO/TSX_TET_TO,Trilogy Energy Corp. 
TFI,YAHOO/TSX_TFI_TO,Transforce Inc. 
TGF,YAHOO/TSX_TGF_UN_TO,Timbercreek Global Real Estate Fund
TGL,YAHOO/TSX_TGL_TO,Transglobe Energy Corp 
TGO,YAHOO/TSX_TGO_TO,Terago Inc. 
TGS,YAHOO/TSX_TGS_TO,Tiger Resources Ltd [The Co.] 
TGZ,YAHOO/TSX_TGZ_TO,Teranga Gold Corporation 
TH,YAHOO/TSX_TH_TO,Theratechnologies 
THB,YAHOO/TSX_THB_TO,Powershares S&P/Tsx High Beta 
THI,YAHOO/TSX_THI_TO,Tim Hortons Inc. 
THO,YAHOO/TSX_THO_TO,Tahoe Resources Inc 
THR,YAHOO/TSX_THR_TO,Thundermin J 
TI,YAHOO/TSX_TI_UN_TO,Terravest Income Fund 
TID,YAHOO/TSX_TID_TO,Tuscany Intl Drilling Inc 
TIH,YAHOO/TSX_TIH_TO,Toromont Ind 
TIL,YAHOO/TSX_TIL_UN_TO,Tree Island Wire Income Fund 
TKM,YAHOO/TSX_TKM_TO,Tekmira Pharmaceuticals Corporation 
TKO,YAHOO/TSX_TKO_TO,Taseko Mines Ltd. 
TLB,YAHOO/TSX_TLB_TO,Occulogix Inc 
TLH,YAHOO/TSX_TLH_TO,Talison Lithium Limited 
TLM,YAHOO/TSX_TLM_TO,Talisman Energy Inc. 
TLN,YAHOO/TSX_TLN_TO,Thallion Pharmaceuticals Inc. 
TLO,YAHOO/TSX_TLO_TO,Talon Metals Corp. 
TLV,YAHOO/TSX_TLV_TO,Powershares Sp TSX Low Vol Idx ETF 
TMA,YAHOO/TSX_TMA_TO,Trimac Transportation Ltd.
TMB,YAHOO/TSX_TMB_TO,Tembec Inc. 
TMC,YAHOO/TSX_TMC_TO,Timbercreek Mtg Inv Corp 
TMD,YAHOO/TSX_TMD_TO,Titan Medical Inc.
TMI,YAHOO/TSX_TMI_TO,TriMetals Mining Inc.
TML,YAHOO/TSX_TML_TO,Treasury Metals Inc. 
TMM,YAHOO/TSX_TMM_TO,Timmins Gold Corp 
TN,YAHOO/TSX_TN_UN_TO,True North Apartment Real Estate Investment Trust
TNP,YAHOO/TSX_TNP_TO,Transatlantic Petroleum Ltd. 
TNT,YAHOO/TSX_TNT_UN_TO,True North Commercial REIT
TNX,YAHOO/TSX_TNX_TO,Tanzanian Royalty Exploration Corp. 
TOG,YAHOO/TSX_TOG_TO,TORC Oil & Gas Ltd.
TOR,YAHOO/TSX_TOR_TO,Triausmin Limited 
TOS,YAHOO/TSX_TOS_TO,Tso3 Inc 
TOT,YAHOO/TSX_TOT_TO,Total Energy Services Inc. 
TOU,YAHOO/TSX_TOU_TO,Tourmaline Oil Corp 
TPH,YAHOO/TSX_TPH_TO,Temple Hotels Inc.
TPK,YAHOO/TSX_TPK_TO,Ten Peaks Coffee Company Inc 
TPL,YAHOO/TSX_TPL_TO,Tethys Petroleum Limited 
TPS,YAHOO/TSX_TPS_TO,Turbo Power Systems Inc. 
TPX,YAHOO/TSX_TPX_A_TO,Molson Coors Canada Inc. Cl.A Lv 
TPX,YAHOO/TSX_TPX_B_TO,Molson Coors Canada Inc. Cl.B Nv 
TR,YAHOO/TSX_TR_UN_TO,Temple Real Estate Investment T 
TRF,YAHOO/TSX_TRF_UN_TO,First Asset Energy & Resource Fund. 
TRH,YAHOO/TSX_TRH_UN_TO,Triax Diversif Un 
TRI,YAHOO/TSX_TRI_TO,Thomson Reuters Corporation 
TRL,YAHOO/TSX_TRL_TO,Trimel Pharmaceuticals Corp 
TRP,YAHOO/TSX_TRP_TO,Transcanada Corp. 
TRQ,YAHOO/TSX_TRQ_TO,Turquoise Hill Resources Ltd. 
TRY,YAHOO/TSX_TRY_TO,Troy Resources Nl 
TRZ,YAHOO/TSX_TRZ_A_TO,Transat At Inc 
TS,YAHOO/TSX_TS_B_TO,Torstar Corp. Cl. B Nv 
TSL,YAHOO/TSX_TSL_TO,Tree Island Steel Ltd.
TT,YAHOO/TSX_TT_TO,Terra Energy Corp. 
TTCD,YAHOO/TSX_TTCD_TO,TSX Consumer Discretionary Capped Index 
TTCS,YAHOO/TSX_TTCS_TO,TSX Consumer Staples Capped Index 
TTEN,YAHOO/TSX_TTEN_TO,TSX Capped Energy Index 
TTFS,YAHOO/TSX_TTFS_TO,S&P/TSX Capped Financial 
TTGD,YAHOO/TSX_TTGD_TO,TSX Global Gold Index 
TTH,YAHOO/TSX_TTH_TO,Transition Therapeutics Inc 
TTHC,YAHOO/TSX_TTHC_TO,TSX Health Care Capped Index 
TTIN,YAHOO/TSX_TTIN_TO,TSX Industrials Capped Index 
TTMN,YAHOO/TSX_TTMN_TO,TSX Metals And Mining Capped Index 
TTMT,YAHOO/TSX_TTMT_TO,TSX Materials Capped Index 
TTRE,YAHOO/TSX_TTRE_TO,S&P/TSX Capped Real Estate 
TTTK,YAHOO/TSX_TTTK_TO,TSX Information Tech Capped Index 
TTTS,YAHOO/TSX_TTTS_TO,TSX Telecom Services Capped Index 
TTUT,YAHOO/TSX_TTUT_TO,TSX Utilities Capped Index 
TV,YAHOO/TSX_TV_TO,Trevali Mining Corporation 
TVA,YAHOO/TSX_TVA_B_TO,Tva Group Inc Class'B'Com Npv 
TVI,YAHOO/TSX_TVI_TO,Tvi Pacific J 
TVK,YAHOO/TSX_TVK_TO,TerraVest Capital Inc.
TWC,YAHOO/TSX_TWC_TO,TWC Enterprises Limited
TWT,YAHOO/TSX_TWT_TO,20-20 Technologies Inc. 
TX,YAHOO/TSX_TX_TO,Tuckamore Capital Management Inc 
TXBE,YAHOO/TSX_TXBE_TO,S&P/TSX Equal Weight Global Base Metals 
TXBM,YAHOO/TSX_TXBM_TO,S&P/TSX Globalbase Metals Index 
TXCE,YAHOO/TSX_TXCE_TO,TSX Composite Weight Index 
TXCT,YAHOO/TSX_TXCT_TO,S&P/TSX Clean Technology Index 
TXDC,YAHOO/TSX_TXDC_TO,S&P/TSX Composite Dividend Index 
TXDE,YAHOO/TSX_TXDE_TO,S&P/TSX Equal Weight Diversified Banks I 
TXDV,YAHOO/TSX_TXDV_TO,S&P/TSX Cdn Div Aristocrats 
TXEC,YAHOO/TSX_TXEC_TO,TSX Equity Capped Index 
TXEI,YAHOO/TSX_TXEI_TO,S&P/TSX Equity Income Index 
TXEQ,YAHOO/TSX_TXEQ_TO,TSX Equity Index 
TXEW,YAHOO/TSX_TXEW_TO,S&P/TSX 60 Equal Weight Index 
TXF,YAHOO/TSX_TXF_A_TO,Tech Giants Covered Call Cl A ETF 
TXF,YAHOO/TSX_TXF_TO,Tech Giants Covered Call ETF 
TXG,YAHOO/TSX_TXG_TO,Torex Gold Resources Inc 
TXGM,YAHOO/TSX_TXGM_TO,S&P/TSX Global Mining Index 
TXHB,YAHOO/TSX_TXHB_TO,TSX Composite High Beta Index 
TXL,YAHOO/TSX_TXL_TO,Tesla Exploration Ltd 
TXLS,YAHOO/TSX_TXLS_TO,S&P/TSX 60 130/30 Strategy Index 
TXLV,YAHOO/TSX_TXLV_TO,TSX Composite Low Volatility 
TXMC,YAHOO/TSX_TXMC_TO,S&P/TSX Megacap Index 
TXOE,YAHOO/TSX_TXOE_TO,S&P/TSX Equal Weight Oil & Gas Index 
TXP,YAHOO/TSX_TXP_TO,Touchstone Exploration Inc.
TXPR,YAHOO/TSX_TXPR_TO,S&P/Tsxpreferred Share Index 
TXSI,YAHOO/TSX_TXSI_TO,S&P/TSX 60 Shariah Index 
TZS,YAHOO/TSX_TZS_TO,Trez Capital Senior Investment Corporation
TZZ,YAHOO/TSX_TZZ_TO,Trez Cap Mtg Invt Corp Com Npv 
U,YAHOO/TSX_U_TO,Uranium Participation Corp. 
UEX,YAHOO/TSX_UEX_TO,Uex Corp 
UF,YAHOO/TSX_UF_UN_TO,Uranium Focused Energy Fund 
UFS,YAHOO/TSX_UFS_TO,Domtar Corporation 
UFX,YAHOO/TSX_UFX_TO,Domtar [Canada] Paper Inc. 
UHB,YAHOO/TSX_UHB_TO,Pwrshrs Sp500 High Beta CAD Hdg Idx ETF 
ULV,YAHOO/TSX_ULV_TO,Powershares Sp500 Low Volatility ETF 
UMJ,YAHOO/TSX_UMJ_TO,Ursa Major Minerals Incorporated 
UNC,YAHOO/TSX_UNC_TO,United Corp Ltd 
UNS,YAHOO/TSX_UNS_TO,Uni Select Inc 
UR,YAHOO/TSX_UR_TO,UrtheCast Corp.
URB,YAHOO/TSX_URB_A_TO,Urbana Corporation Cl A 
URB,YAHOO/TSX_URB_TO,Urbana Corporation 
URE,YAHOO/TSX_URE_TO,Ur-Energy Inc. 
URZ,YAHOO/TSX_URZ_TO,Uranerz Energy Corporation 
USA,YAHOO/TSX_USA_TO,U.S. Silver Corporation 
USC,YAHOO/TSX_USC_TO,United Silver Corp 
USH,YAHOO/TSX_USH_UN_TO,U.S. Housing Recovery Fund
USM,YAHOO/TSX_USM_UN_TO,U.S. Agency Mortgage Backed REIT
UST,YAHOO/TSX_UST_UN_TO,Utility Split Trust 
UTC,YAHOO/TSX_UTC_C_TO,Utility Corp Cl C 
UUU,YAHOO/TSX_UUU_TO,Uranium One Inc. 
UWE,YAHOO/TSX_UWE_TO,U308 Corp.
UXE,YAHOO/TSX_UXE_TO,US Gold Canadian Acquistion Corporation 
UXM,YAHOO/TSX_UXM_A_TO,XTF Morningstar US Div Tgt 50 AC ETF 
UXM,YAHOO/TSX_UXM_TO,XTF Morningstar US Div Tgt 50 ETF 
VAB,YAHOO/TSX_VAB_TO,Vanguard Cdn Aggregate Bond Index ETF 
VCE,YAHOO/TSX_VCE_TO,Vanguard MSCI Canada Index ETF 
VCM,YAHOO/TSX_VCM_TO,Vecima Networks Inc. 
VEE,YAHOO/TSX_VEE_TO,Vanguard MSCI Emg Mkts Index ETF 
VEF,YAHOO/TSX_VEF_TO,Vanguard MSCI EAFE Index ETF Cad-Hedged 
VEM,YAHOO/TSX_VEM_TO,Vena Resources Inc. 
VET,YAHOO/TSX_VET_TO,Vermilion Energy Inc 
VFF,YAHOO/TSX_VFF_TO,Village Farms International Inc 
VGQ,YAHOO/TSX_VGQ_TO,Virginia Mines Inc. 
VGZ,YAHOO/TSX_VGZ_TO,Vista Gold Corp 
VIC,YAHOO/TSX_VIC_TO,Vicwest Inc. 
VII,YAHOO/TSX_VII_TO,Seven Generations Energy Ltd.
VIP,YAHOO/TSX_VIP_UN_TO,Aston Hill Vip Income Fund 
VIX,YAHOO/TSX_VIX_TO,Ipath Sp500 VIX ST Fut CAD Hdg ETN 
VIXC,YAHOO/TSX_VIXC_TO,TSX 60 VIX 
VLC,YAHOO/TSX_VLC_TO,Velocity Minerals Ltd. 
VLE,YAHOO/TSX_VLE_TO,Valeura Energy Inc 
VLN,YAHOO/TSX_VLN_TO,Velan Inc. Sv 
VNP,YAHOO/TSX_VNP_TO,5N Plus Inc. 
VNR,YAHOO/TSX_VNR_TO,Valener Inc 
VRO,YAHOO/TSX_VRO_TO,Vero Energy Inc. 
VRX,YAHOO/TSX_VRX_TO,Valeant Pharmaceuticals Intl Inc 
VSB,YAHOO/TSX_VSB_TO,Vanguard Cdn Short-Term Bond Index ETF 
VSN,YAHOO/TSX_VSN_TO,Veresen Inc. 
VT,YAHOO/TSX_VT_TO,Viterra Inc. 
VTN,YAHOO/TSX_VTN_TO,Vitran Corp. Inc 
VTR,YAHOO/TSX_VTR_TO,Volta Resources Inc. 
VUS,YAHOO/TSX_VUS_TO,Vanguard MSCI US Brd Mkt Idx ETF Cad-Hdg 
VVX,YAHOO/TSX_VVX_TO,Voodoovox Inc 
VXS,YAHOO/TSX_VXS_TO,ViXS Systems Inc.
VXSC,YAHOO/TSX_VXSC_TO,TSX Venture Select Index 
VXTC,YAHOO/TSX_VXTC_TO,S&P/TSX Venture 30 Index 
VXTU,YAHOO/TSX_VXTU_TO,S&P/TSX Venture 30 USD Index 
VXX,YAHOO/TSX_VXX_TO,Ipath Sp 500 VIX Short Term Fut ETN 
WB,YAHOO/TSX_WB_TO,Whistler Blackcomb Holdings Inc 
WCM,YAHOO/TSX_WCM_A_TO,Wilmington Capital Mgmt Inc. Cl.A Nv 
WCM,YAHOO/TSX_WCM_B_TO,Wilmington Capital Management I 
WCP,YAHOO/TSX_WCP_TO,Whitecap Resources Inc 
WCS,YAHOO/TSX_WCS_A_TO,Wescast Industries Inc. Cl.A Sv 
WDN,YAHOO/TSX_WDN_TO,Waldron Energy Corporation 
WDO,YAHOO/TSX_WDO_TO,Wesdome Gold Mines Ltd. 
WED,YAHOO/TSX_WED_TO,Westaim Corp 
WEF,YAHOO/TSX_WEF_TO,Western Forest Products Inc. 
WEQ,YAHOO/TSX_WEQ_UN_TO,Westernone Equity Income Fund Units 
WEW,YAHOO/TSX_WEW_TO,Webtech Wireless Inc. 
WFC,YAHOO/TSX_WFC_TO,Wall Financial Corp.
WFE,YAHOO/TSX_WFE_TO,Westfire Energy Ltd. 
WFI,YAHOO/TSX_WFI_TO,Waterfurnace Renewable Energy Inc. 
WFS,YAHOO/TSX_WFS_TO,World Financial Split Corp 
WFT,YAHOO/TSX_WFT_TO,West Fraser Timber 
WG,YAHOO/TSX_WG_TO,Wgi Heavy Minerals Inc 
WGR,YAHOO/TSX_WGR_TO,Witwatersrand Consolidated Gold Res Ltd 
WIN,YAHOO/TSX_WIN_TO,Wi-Lan Inc 
WIX,YAHOO/TSX_WIX_TO,Winstar Resources Ltd. 
WJA,YAHOO/TSX_WJA_A_TO,Westjet Airlines Ltd. Rv 
WJA,YAHOO/TSX_WJA_TO,Westjet Airlines Ltd. 
WJX,YAHOO/TSX_WJX_TO,Wajax Corporation 
WLC,YAHOO/TSX_WLC_TO,Western Lithium USA Corp 
WLT,YAHOO/TSX_WLT_TO,Walter Energy Inc 
WM,YAHOO/TSX_WM_TO,Wallbridge Mng J 
WN,YAHOO/TSX_WN_TO,Weston George 
WPK,YAHOO/TSX_WPK_TO,Winpak Ltd 
WPT,YAHOO/TSX_WPT_TO,Westport Innovations Inc. 
WPX,YAHOO/TSX_WPX_TO,Western Potash Corp 
WRG,YAHOO/TSX_WRG_TO,Western Energy Services Corp 
WRN,YAHOO/TSX_WRN_TO,Western Copper Corporation 
WRX,YAHOO/TSX_WRX_TO,Wireless Matrix J 
WS,YAHOO/TSX_WS_TO,Wildcat Silver Corporation 
WSA,YAHOO/TSX_WSA_TO,Western Areas Nl 
WSP,YAHOO/TSX_WSP_TO,WSP Global Inc.
WTE,YAHOO/TSX_WTE_TO,Westshore Terminals Inv Corp 
WTG,YAHOO/TSX_WTG_TO,White Tiger Gold Ltd. 
WXM,YAHOO/TSX_WXM_A_TO,F A Morningstar Cda Momentum Id 
WXM,YAHOO/TSX_WXM_TO,XTF Morningstar CAD Momentum Idx ETF 
WZL,YAHOO/TSX_WZL_TO,Wenzel Downhole 
X,YAHOO/TSX_X_TO,Tmx Group Inc. / Groupe Tmx Inc. 
XAL,YAHOO/TSX_XAL_TO,Ishares Alternatives Comp. Port. Fund 
XBB,YAHOO/TSX_XBB_TO,Ishares Dex Universe Bond Index Fund 
XBC,YAHOO/TSX_XBC_TO,Xebec Adsorption Inc. 
XBM,YAHOO/TSX_XBM_TO,Ishares Sp TSX Global Base Metals Idx Fd 
XBZ,YAHOO/TSX_XBZ_TO,Ishares MSCI Brazil Index Fund 
XCB,YAHOO/TSX_XCB_TO,Ishares Dex All Corp Bond Idx Fund 
XCG,YAHOO/TSX_XCG_TO,Ishares DOW Cda Select Gwth Index Fd 
XCH,YAHOO/TSX_XCH_TO,Ishares China Index Fund 
XCR,YAHOO/TSX_XCR_TO,Ishares Conservative Core Port. Fund 
XCS,YAHOO/TSX_XCS_TO,Ishares Sp TSX Smallcap Index Fund 
XCV,YAHOO/TSX_XCV_TO,Ishares DOW Cda Select Value Index Fd 
XDC,YAHOO/TSX_XDC_TO,Xtreme Coil Drilling Corp. 
XDV,YAHOO/TSX_XDV_TO,Ishares DOW Cda Select Div Fd 
XEB,YAHOO/TSX_XEB_TO,Ishares JP Morgan USD Emkt Bond Idx Fd 
XEG,YAHOO/TSX_XEG_TO,Ishares Sp TSX Capped Energy Index Fd 
XEI,YAHOO/TSX_XEI_TO,Ishares Sp TSX Equity Income Idx Fd 
XEM,YAHOO/TSX_XEM_TO,Ishares MSCI Emerging Mkts Idx Fd 
XEN,YAHOO/TSX_XEN_TO,Ishares Jantzi Social Index Fund 
XFN,YAHOO/TSX_XFN_TO,Ishares Sp TSX Capped Fin Index Fd 
XFR,YAHOO/TSX_XFR_TO,Ishares Dex Float Rate Note Idx Fd 
XG,YAHOO/TSX_XG_TO,Extorre Gold Mines Limited 
XGB,YAHOO/TSX_XGB_TO,Ishares Dex All Govt Bond Idx Fd 
XGC,YAHOO/TSX_XGC_TO,Ishares Global Comp. Port. Fund 
XGD,YAHOO/TSX_XGD_TO,Ishares Sp TSX Global Gold Index Fund 
XGR,YAHOO/TSX_XGR_TO,Ishares Growth Core Port. Fund 
XHB,YAHOO/TSX_XHB_TO,Ishares Dex Hybrid Bond Index Fund 
XHC,YAHOO/TSX_XHC_TO,Ishares Sp Global Healthcare Idx Fd 
XHG,YAHOO/TSX_XHG_TO,Star Hedge Managers Corp II 
XHM,YAHOO/TSX_XHM_A_TO,Star Hedge Managers Corp. Cl.A 
XHY,YAHOO/TSX_XHY_TO,Ishares US High Yield Bond Index Fund 
XIC,YAHOO/TSX_XIC_TO,Ishares Capped Comp Index Fund 
XID,YAHOO/TSX_XID_TO,Ishares Sp Cnx Nifty India Index Fund 
XIG,YAHOO/TSX_XIG_TO,Ishares US Ig Corporate Bond Index Fund 
XIN,YAHOO/TSX_XIN_TO,Ishares MSCI EAFE Idx Fd CAD Hedged 
XIT,YAHOO/TSX_XIT_TO,Ishares Sp TSX Capped It Index Fd 
XIU,YAHOO/TSX_XIU_TO,Ishares Sp TSX 60 Index Fund 
XLA,YAHOO/TSX_XLA_TO,Ishares Sp Latin America 40 Index Fund 
XLB,YAHOO/TSX_XLB_TO,Ishares Dex Long Term Bond Idx Fd 
XMA,YAHOO/TSX_XMA_TO,Ishares Sp TSX Capped Materials Index Fd 
XMC,YAHOO/TSX_XMC_TO,Xceed Mortgage Corp 
XMD,YAHOO/TSX_XMD_TO,Ishares Sp TSX Completion Index Fund 
XMF,YAHOO/TSX_XMF_A_TO,M Split Corp. Capital Shares 201
XMM,YAHOO/TSX_XMM_TO,Ishares MSCI Emerging Mkts Min 
XMU,YAHOO/TSX_XMU_TO,Ishares MSCI USA Min Vol Idx 
XMV,YAHOO/TSX_XMV_TO,Ishares MSCI CAD Min Vol Idx 
XMW,YAHOO/TSX_XMW_TO,Ishares MSCI All Country Wld Mi 
XPF,YAHOO/TSX_XPF_TO,Ishares Na Preferred Stock Idx Fd 
XQQ,YAHOO/TSX_XQQ_TO,Ishares Nasdaq 100 Index Fd CAD ETF 
XRB,YAHOO/TSX_XRB_TO,Ishares Dex Real Return Bond Idx Fd 
XRC,YAHOO/TSX_XRC_TO,Exeter Resource Corporation 
XRE,YAHOO/TSX_XRE_TO,Ishares Sp TSX Capped REIT Index Fd 
XRG,YAHOO/TSX_XRG_TO,Xinergy Ltd. 
XSB,YAHOO/TSX_XSB_TO,Ishares Dex Short Term Bond Idx Fund 
XSH,YAHOO/TSX_XSH_TO,Ishares Dex ST Corp Maple Fund 
XSP,YAHOO/TSX_XSP_TO,Ishares Sp 500 Idx Fd CAD Hedged 
XSR,YAHOO/TSX_XSR_TO,Canadian Satellite Radio Holdings Inc Sv 
XST,YAHOO/TSX_XST_TO,Ishares Sp TSX Capped Cons Stpl Idx Fd 
XSU,YAHOO/TSX_XSU_TO,Ishares Russell 2000 Idx Fd CAD Hedged 
XTC,YAHOO/TSX_XTC_TO,Exco Tech 
XTD,YAHOO/TSX_XTD_TO,Tdb Split Corp. Class A Shares 
XTG,YAHOO/TSX_XTG_TO,Xtra Gold Resources Corp 
XTR,YAHOO/TSX_XTR_TO,Ishares Diversified Monthly Income Fund 
XUT,YAHOO/TSX_XUT_TO,Ishares Sp TSX Capped Utilities Idx Fd 
XVX,YAHOO/TSX_XVX_TO,Ishares Sp TSX Venture Index Fund 
XWD,YAHOO/TSX_XWD_TO,Ishares MSCI World Index Fund 
XYM,YAHOO/TSX_XYM_TO,Star Portfolio Corp. 
Y,YAHOO/TSX_Y_TO,Yellow Media Limited
YCM,YAHOO/TSX_YCM_TO,Commerce Split Corp Capital Shares 
YCM,YAHOO/TSX_YCM_X_TO,Commerce Split Corp Cl A 2010 
YGR,YAHOO/TSX_YGR_TO,Yangarra Resources Ltd.
YLO,YAHOO/TSX_YLO_TO,Yellow Media Inc. 
YM,YAHOO/TSX_YM_TO,Ym Biosciences Inc 
YMI,YAHOO/TSX_YMI_TO,Yellowhead Mining Inc. 
YNG,YAHOO/TSX_YNG_TO,Yukon-Nevada Gold Corp. 
YP,YAHOO/TSX_YP_UN_TO,Yieldplus Income Fund
YRB,YAHOO/TSX_YRB_A_TO,Yorbeau Res A J 
YRI,YAHOO/TSX_YRI_TO,Yamana Gold Inc 
ZAG,YAHOO/TSX_ZAG_TO,Bmo Aggregate Bond Index ETF 
ZAR,YAHOO/TSX_ZAR_TO,Zargon Oil And Gas Ltd. 
ZAZ,YAHOO/TSX_ZAZ_TO,Zazu Metals Corporation Common Shrs 
ZAZ,YAHOO/TSX_ZAZ_WT_TO,Zazu Metals Corporation Warrants 
ZCA,YAHOO/TSX_ZCA_TO,Bmo Agriculture Commodities Index ETF 
ZCB,YAHOO/TSX_ZCB_TO,Bmo Base Metals Commodities Index ETF 
ZCE,YAHOO/TSX_ZCE_TO,Bmo Energy Commodities Index ETF 
ZCH,YAHOO/TSX_ZCH_TO,Bmo China Equity Hedged To CAD Index ETF 
ZCL,YAHOO/TSX_ZCL_TO,Zcl Composites 
ZCM,YAHOO/TSX_ZCM_TO,Bmo Mid Corporate Bond Index ETF 
ZCN,YAHOO/TSX_ZCN_TO,Bmo DOW Jones Cda Titans 60 Index ETF 
ZCP,YAHOO/TSX_ZCP_TO,Bmo Precious Metals Comm Idx ETF 
ZCS,YAHOO/TSX_ZCS_TO,Bmo Short Corp Bond Index ETF 
ZDJ,YAHOO/TSX_ZDJ_TO,Bmo DJIA Hedged To CAD Index ETF 
ZDM,YAHOO/TSX_ZDM_TO,Bmo Intl Equity Hedged To CAD Index ETF 
ZDV,YAHOO/TSX_ZDV_TO,Bmo Canadian Dividend ETF 
ZEB,YAHOO/TSX_ZEB_TO,Bmo Sp TSX Equal Weight Banks Index ETF 
ZEF,YAHOO/TSX_ZEF_TO,Bmo Emg Mkt Bond Hdgd To CAD Idx ETF 
ZEM,YAHOO/TSX_ZEM_TO,Bmo Emerging Markets Equity Index ETF 
ZEO,YAHOO/TSX_ZEO_TO,Bmo Sp TSX Eql Weight Oil Gas Index ETF 
ZFL,YAHOO/TSX_ZFL_TO,Bmo Long Fed Bond Index ETF 
ZFM,YAHOO/TSX_ZFM_TO,Bmo Mid Federal Bond Index ETF 
ZFS,YAHOO/TSX_ZFS_TO,Bmo Short Federal Bond Index ETF 
ZGI,YAHOO/TSX_ZGI_TO,Bmo Global Infrastructure Index ETF 
ZHY,YAHOO/TSX_ZHY_TO,Bmo High Yld US Corp Bnd Hdg CAD Idx ETF 
ZID,YAHOO/TSX_ZID_TO,Bmo India Equity Hedged To CAD Index ETF 
ZJG,YAHOO/TSX_ZJG_TO,Bmo Junior Gold Index ETF 
ZJN,YAHOO/TSX_ZJN_TO,Bmo Junior Gas Index ETF 
ZJO,YAHOO/TSX_ZJO_TO,Bmo Junior Oil Index ETF 
ZLB,YAHOO/TSX_ZLB_TO,Bmo Low Volatility CAD Equity ETF 
ZLC,YAHOO/TSX_ZLC_TO,Bmo Long Corporate Bond Index ETF 
ZMI,YAHOO/TSX_ZMI_TO,Bmo Monthly Income ETF 
ZMT,YAHOO/TSX_ZMT_TO,Bmo Sptsx Eql Wgt Glb Metal Hed CAD ETF 
ZNC,YAHOO/TSX_ZNC_TO,Zincore Metals Inc. 
ZPP,YAHOO/TSX_ZPP_TO,Zongshen Pem Power Systems Inc 
ZPS,YAHOO/TSX_ZPS_TO,Bmo Short Provincial Bond Index ETF 
ZQQ,YAHOO/TSX_ZQQ_TO,Bmo Nasdaq 100 Hedged To CAD Index ETF 
ZRE,YAHOO/TSX_ZRE_TO,Bmo Equal Weight Reits Index ETF 
ZRR,YAHOO/TSX_ZRR_TO,Bmo Real Return Bond Index ETF 
ZUB,YAHOO/TSX_ZUB_TO,Bmo Eql Wgt US Bank Hdgd To CAD Idx ETF 
ZUE,YAHOO/TSX_ZUE_TO,Bmo US Equity Hedged To CAD Index ETF 
ZUH,YAHOO/TSX_ZUH_TO,Bmo Eql Wgt US Hcare Hdgd To CAD Idx ETF 
ZUT,YAHOO/TSX_ZUT_TO,Bmo Equal Weight Utilities Index ETF 
ZWA,YAHOO/TSX_ZWA_TO,Bmo Covered Call DJIA CAD ETF 
ZWB,YAHOO/TSX_ZWB_TO,Bmo Covered Call Canadian Banks ETF 
ZWU,YAHOO/TSX_ZWU_TO,Bmo Covered Call Utilities ETF 
ZXA,YAHOO/TSX_ZXA_TO,Bmo 2013 Corp Bond Target Mat ETF 
ZXB,YAHOO/TSX_ZXB_TO,Bmo 2015 Corp Bond Target Mat ETF 
ZXC,YAHOO/TSX_ZXC_TO,Bmo 2020 Corp Bond Target Mat ETF 
ZXD,YAHOO/TSX_ZXD_TO,Bmo 2025 Corp Bd Tgt Mat ETF